"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 07 16:25:29 GMT 2023","Tue Feb 07 16:25:34 GMT 2023","5040","firefox","about.spec.js","about-us tests","","","about-video is presents",""
"passed","Tue Feb 07 16:24:57 GMT 2023","Tue Feb 07 16:24:59 GMT 2023","1582","chromium","login.spec.js","login tests","","","login with wrong user name",""
"passed","Tue Feb 07 16:26:01 GMT 2023","Tue Feb 07 16:26:03 GMT 2023","2138","firefox","login.spec.js","login tests","","","login with wrong password",""
"passed","Tue Feb 07 16:30:47 GMT 2023","Tue Feb 07 16:30:50 GMT 2023","2711","Mobile Safari","signIn.spec.js","sign in tests","","","sign in with existing user",""
"passed","Tue Feb 07 16:26:44 GMT 2023","Tue Feb 07 16:26:46 GMT 2023","1959","firefox","product.spec.js","product items tests","","","product price is the same in main and product pages",""
"passed","Tue Feb 07 16:28:54 GMT 2023","Tue Feb 07 16:28:59 GMT 2023","4688","Mobile Safari","login.spec.js","login tests","","","can successfully login into account",""
"passed","Tue Feb 07 16:27:28 GMT 2023","Tue Feb 07 16:27:31 GMT 2023","3515","webkit","login.spec.js","login tests","","","login with wrong user name",""
"passed","Tue Feb 07 16:25:26 GMT 2023","Tue Feb 07 16:25:27 GMT 2023","1365","chromium","product.spec.js","product items tests","","","product price is the same in main and product pages",""
"passed","Tue Feb 07 16:30:44 GMT 2023","Tue Feb 07 16:30:47 GMT 2023","2876","Mobile Safari","product.spec.js","product items tests","","","product price is the same in main and product pages",""
"passed","Tue Feb 07 16:25:08 GMT 2023","Tue Feb 07 16:25:11 GMT 2023","2867","chromium","pagination.spec.js","pagination tests","","","elements on the second page are different",""
"passed","Tue Feb 07 16:24:55 GMT 2023","Tue Feb 07 16:24:57 GMT 2023","2054","chromium","contact.spec.js","Send message","","","Send message with filled user info",""
"failed","Tue Feb 07 16:29:01 GMT 2023","Tue Feb 07 16:29:02 GMT 2023","758","Mobile Safari","order.spec.js","place order tests","","","placing order",""
"passed","Tue Feb 07 16:28:06 GMT 2023","Tue Feb 07 16:28:09 GMT 2023","3169","webkit","product.spec.js","product items tests","","","product title is the same in main and product pages",""
"passed","Tue Feb 07 16:25:59 GMT 2023","Tue Feb 07 16:26:01 GMT 2023","2057","firefox","login.spec.js","login tests","","","login with wrong user name",""
"passed","Tue Feb 07 16:28:16 GMT 2023","Tue Feb 07 16:28:20 GMT 2023","4635","Mobile Safari","about.spec.js","about-us tests","","","about-video is presents",""
"passed","Tue Feb 07 16:26:56 GMT 2023","Tue Feb 07 16:27:01 GMT 2023","5092","webkit","about.spec.js","about-us tests","","","about-us pop-up is closable",""
"passed","Tue Feb 07 16:28:12 GMT 2023","Tue Feb 07 16:28:15 GMT 2023","3295","webkit","signIn.spec.js","sign in tests","","","sign in with existing user",""
"broken","Tue Feb 07 16:30:09 GMT 2023","Tue Feb 07 16:30:40 GMT 2023","31169","Mobile Safari","pagination.spec.js","pagination tests","","","elements on the first page are the same after paging",""
"passed","Tue Feb 07 16:27:31 GMT 2023","Tue Feb 07 16:27:35 GMT 2023","3476","webkit","login.spec.js","login tests","","","login with wrong password",""
"skipped","Tue Feb 07 16:29:02 GMT 2023","Tue Feb 07 16:29:02 GMT 2023","0","Mobile Safari","order.spec.js","place order tests","","","placing the order without credentials",""
"passed","Tue Feb 07 16:26:49 GMT 2023","Tue Feb 07 16:26:56 GMT 2023","7427","webkit","about.spec.js","about-us tests","","","about-video is presents",""
"passed","Tue Feb 07 16:29:02 GMT 2023","Tue Feb 07 16:29:06 GMT 2023","3953","Mobile Safari","pagination.spec.js","pagination tests","","","elements on the second page are different",""
"passed","Tue Feb 07 16:25:34 GMT 2023","Tue Feb 07 16:25:38 GMT 2023","3865","firefox","about.spec.js","about-us tests","","","about-us pop-up is closable",""
"passed","Tue Feb 07 16:24:59 GMT 2023","Tue Feb 07 16:25:01 GMT 2023","1659","chromium","login.spec.js","login tests","","","login with wrong password",""
"passed","Tue Feb 07 16:28:32 GMT 2023","Tue Feb 07 16:28:42 GMT 2023","10664","Mobile Safari","cart.spec.js","cart-tests","","","deleting item from cart",""
"passed","Tue Feb 07 16:30:41 GMT 2023","Tue Feb 07 16:30:44 GMT 2023","3481","Mobile Safari","product.spec.js","product items tests","","","product title is the same in main and product pages",""
"passed","Tue Feb 07 16:24:32 GMT 2023","Tue Feb 07 16:24:36 GMT 2023","3878","chromium","about.spec.js","about-us tests","","","about-us pop-up is closable",""
"passed","Tue Feb 07 16:26:17 GMT 2023","Tue Feb 07 16:26:22 GMT 2023","4377","firefox","pagination.spec.js","pagination tests","","","elements on the second page are different",""
"passed","Tue Feb 07 16:25:27 GMT 2023","Tue Feb 07 16:25:29 GMT 2023","1563","chromium","signIn.spec.js","sign in tests","","","sign in with existing user",""
"skipped","Tue Feb 07 16:25:07 GMT 2023","Tue Feb 07 16:25:07 GMT 2023","0","chromium","order.spec.js","place order tests","","","placing the order without credentials",""
"failed","Tue Feb 07 16:26:13 GMT 2023","Tue Feb 07 16:26:17 GMT 2023","3544","firefox","order.spec.js","place order tests","","","placing order",""
"passed","Tue Feb 07 16:28:51 GMT 2023","Tue Feb 07 16:28:54 GMT 2023","2970","Mobile Safari","login.spec.js","login tests","","","login with wrong password",""
"passed","Tue Feb 07 16:25:54 GMT 2023","Tue Feb 07 16:25:56 GMT 2023","2263","firefox","categories.spec.js","category menu tests","","","items filtered by category Laptops",""
"failed","Tue Feb 07 16:26:34 GMT 2023","Tue Feb 07 16:26:40 GMT 2023","6097","firefox","pagination.spec.js","pagination tests","","","elements on the first page are the same after paging",""
"passed","Tue Feb 07 16:28:48 GMT 2023","Tue Feb 07 16:28:51 GMT 2023","2753","Mobile Safari","login.spec.js","login tests","","","login with wrong user name",""
"passed","Tue Feb 07 16:26:03 GMT 2023","Tue Feb 07 16:26:08 GMT 2023","5185","firefox","login.spec.js","login tests","","","can successfully login into account",""
"passed","Tue Feb 07 16:28:45 GMT 2023","Tue Feb 07 16:28:48 GMT 2023","3014","Mobile Safari","contact.spec.js","Send message","","","Send message with filled user info",""
"passed","Tue Feb 07 16:28:20 GMT 2023","Tue Feb 07 16:28:25 GMT 2023","4467","Mobile Safari","about.spec.js","about-us tests","","","about-us pop-up is closable",""
"passed","Tue Feb 07 16:27:44 GMT 2023","Tue Feb 07 16:27:48 GMT 2023","4217","webkit","pagination.spec.js","pagination tests","","","elements on the second page are different",""
"passed","Tue Feb 07 16:27:09 GMT 2023","Tue Feb 07 16:27:21 GMT 2023","11794","webkit","cart.spec.js","cart-tests","","","deleting item from cart",""
