"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 08 09:32:55 GMT 2023","Wed Feb 08 09:33:00 GMT 2023","5133","Mobile Safari","login.spec.js","login tests","","","can successfully login into account",""
"passed","Wed Feb 08 09:27:19 GMT 2023","Wed Feb 08 09:27:21 GMT 2023","1677","chromium","login.spec.js","login tests","","","login with wrong password",""
"passed","Wed Feb 08 09:31:39 GMT 2023","Wed Feb 08 09:31:45 GMT 2023","5624","Mobile Safari","about.spec.js","about-us tests","","","about-video is presents",""
"passed","Wed Feb 08 09:31:31 GMT 2023","Wed Feb 08 09:31:34 GMT 2023","3823","webkit","product.spec.js","product items tests","","","product price is the same in main and product pages",""
"passed","Wed Feb 08 09:28:11 GMT 2023","Wed Feb 08 09:28:18 GMT 2023","7028","firefox","cart.spec.js","cart-tests","","","adding items to cart",""
"passed","Wed Feb 08 09:36:17 GMT 2023","Wed Feb 08 09:36:28 GMT 2023","11037","Microsoft Edge","order.spec.js","place order tests","","","placing order",""
"passed","Wed Feb 08 09:35:47 GMT 2023","Wed Feb 08 09:35:51 GMT 2023","4111","Microsoft Edge","about.spec.js","about-us tests","","","about-us pop-up is closable",""
"passed","Wed Feb 08 09:30:38 GMT 2023","Wed Feb 08 09:30:53 GMT 2023","15791","webkit","order.spec.js","place order tests","","","placing order",""
"passed","Wed Feb 08 09:36:30 GMT 2023","Wed Feb 08 09:36:33 GMT 2023","2733","Microsoft Edge","pagination.spec.js","pagination tests","","","elements on the second page are different",""
"passed","Wed Feb 08 09:34:42 GMT 2023","Wed Feb 08 09:34:50 GMT 2023","8587","Mobile Safari","product.spec.js","product items tests","","","product title is the same in main and product pages",""
"passed","Wed Feb 08 09:27:38 GMT 2023","Wed Feb 08 09:27:40 GMT 2023","2736","chromium","pagination.spec.js","pagination tests","","","elements on the second page are different",""
"passed","Wed Feb 08 09:30:53 GMT 2023","Wed Feb 08 09:30:57 GMT 2023","3999","webkit","order.spec.js","place order tests","","","placing the order without credentials",""
"failed","Wed Feb 08 09:34:26 GMT 2023","Wed Feb 08 09:34:41 GMT 2023","14728","Mobile Safari","pagination.spec.js","pagination tests","","","elements on the first page are the same after paging",""
"passed","Wed Feb 08 09:28:07 GMT 2023","Wed Feb 08 09:28:11 GMT 2023","4424","firefox","about.spec.js","about-us tests","","","about-us pop-up is closable",""
"passed","Wed Feb 08 09:27:15 GMT 2023","Wed Feb 08 09:27:17 GMT 2023","2074","chromium","contact.spec.js","Send message","","","Send message with filled user info",""
"passed","Wed Feb 08 09:27:58 GMT 2023","Wed Feb 08 09:28:00 GMT 2023","1716","chromium","signIn.spec.js","sign in tests","","","sign in with existing user",""
"passed","Wed Feb 08 09:28:40 GMT 2023","Wed Feb 08 09:28:45 GMT 2023","4532","firefox","login.spec.js","login tests","","","can successfully login into account",""
"passed","Wed Feb 08 09:27:36 GMT 2023","Wed Feb 08 09:27:38 GMT 2023","1524","chromium","order.spec.js","place order tests","","","placing the order without credentials",""
"passed","Wed Feb 08 09:27:21 GMT 2023","Wed Feb 08 09:27:25 GMT 2023","4635","chromium","login.spec.js","login tests","","","can successfully login into account",""
"passed","Wed Feb 08 09:31:58 GMT 2023","Wed Feb 08 09:32:08 GMT 2023","10226","Mobile Safari","cart.spec.js","cart-tests","","","deleting item from cart",""
"passed","Wed Feb 08 09:35:51 GMT 2023","Wed Feb 08 09:35:56 GMT 2023","5419","Microsoft Edge","cart.spec.js","cart-tests","","","adding items to cart",""
"passed","Wed Feb 08 09:36:07 GMT 2023","Wed Feb 08 09:36:09 GMT 2023","2212","Microsoft Edge","contact.spec.js","Send message","","","Send message with filled user info",""
"passed","Wed Feb 08 09:36:05 GMT 2023","Wed Feb 08 09:36:07 GMT 2023","2306","Microsoft Edge","categories.spec.js","category menu tests","","","items filtered by category Laptops",""
"passed","Wed Feb 08 09:28:38 GMT 2023","Wed Feb 08 09:28:40 GMT 2023","2456","firefox","login.spec.js","login tests","","","login with wrong password",""
"passed","Wed Feb 08 09:27:04 GMT 2023","Wed Feb 08 09:27:13 GMT 2023","8522","chromium","cart.spec.js","cart-tests","","","deleting item from cart",""
"passed","Wed Feb 08 09:28:18 GMT 2023","Wed Feb 08 09:28:29 GMT 2023","10629","firefox","cart.spec.js","cart-tests","","","deleting item from cart",""
"passed","Wed Feb 08 09:29:52 GMT 2023","Wed Feb 08 09:30:01 GMT 2023","9325","webkit","cart.spec.js","cart-tests","","","adding items to cart",""
"passed","Wed Feb 08 09:35:56 GMT 2023","Wed Feb 08 09:36:05 GMT 2023","8455","Microsoft Edge","cart.spec.js","cart-tests","","","deleting item from cart",""
"passed","Wed Feb 08 09:29:01 GMT 2023","Wed Feb 08 09:29:05 GMT 2023","3847","firefox","pagination.spec.js","pagination tests","","","elements on the second page are different",""
"failed","Wed Feb 08 09:29:19 GMT 2023","Wed Feb 08 09:29:26 GMT 2023","7451","firefox","pagination.spec.js","pagination tests","","","elements on the first page are the same after paging",""
"passed","Wed Feb 08 09:27:55 GMT 2023","Wed Feb 08 09:27:57 GMT 2023","1808","chromium","product.spec.js","product items tests","","","product title is the same in main and product pages",""
"passed","Wed Feb 08 09:32:51 GMT 2023","Wed Feb 08 09:32:55 GMT 2023","3659","Mobile Safari","login.spec.js","login tests","","","login with wrong password",""
"passed","Wed Feb 08 09:30:31 GMT 2023","Wed Feb 08 09:30:38 GMT 2023","6208","webkit","login.spec.js","login tests","","","can successfully login into account",""
"failed","Wed Feb 08 09:26:51 GMT 2023","Wed Feb 08 09:26:54 GMT 2023","3688","chromium","about.spec.js","about-us tests","","","about-video is presents",""
"passed","Wed Feb 08 09:36:09 GMT 2023","Wed Feb 08 09:36:11 GMT 2023","2043","Microsoft Edge","login.spec.js","login tests","","","login with wrong user name",""
"passed","Wed Feb 08 09:30:01 GMT 2023","Wed Feb 08 09:30:15 GMT 2023","13353","webkit","cart.spec.js","cart-tests","","","deleting item from cart",""
"passed","Wed Feb 08 09:32:47 GMT 2023","Wed Feb 08 09:32:51 GMT 2023","4249","Mobile Safari","login.spec.js","login tests","","","login with wrong user name",""
"passed","Wed Feb 08 09:34:51 GMT 2023","Wed Feb 08 09:34:55 GMT 2023","3604","Mobile Safari","product.spec.js","product items tests","","","product price is the same in main and product pages",""
"passed","Wed Feb 08 09:26:55 GMT 2023","Wed Feb 08 09:26:59 GMT 2023","4092","chromium","about.spec.js","about-us tests","","","about-us pop-up is closable",""
"passed","Wed Feb 08 09:32:08 GMT 2023","Wed Feb 08 09:32:12 GMT 2023","3474","Mobile Safari","categories.spec.js","category menu tests","","","items filtered by category Laptops",""
"failed","Wed Feb 08 09:36:43 GMT 2023","Wed Feb 08 09:36:47 GMT 2023","4143","Microsoft Edge","pagination.spec.js","pagination tests","","","elements on the first page are the same after paging",""
"passed","Wed Feb 08 09:31:34 GMT 2023","Wed Feb 08 09:31:38 GMT 2023","4115","webkit","signIn.spec.js","sign in tests","","","sign in with existing user",""
"passed","Wed Feb 08 09:31:50 GMT 2023","Wed Feb 08 09:31:58 GMT 2023","7783","Mobile Safari","cart.spec.js","cart-tests","","","adding items to cart",""
"failed","Wed Feb 08 09:27:50 GMT 2023","Wed Feb 08 09:27:54 GMT 2023","4133","chromium","pagination.spec.js","pagination tests","","","elements on the first page are the same after paging",""
"passed","Wed Feb 08 09:32:12 GMT 2023","Wed Feb 08 09:32:16 GMT 2023","3911","Mobile Safari","contact.spec.js","Send message","","","Send message with filled user info",""
"passed","Wed Feb 08 09:28:58 GMT 2023","Wed Feb 08 09:29:01 GMT 2023","2970","firefox","order.spec.js","place order tests","","","placing the order without credentials",""
"passed","Wed Feb 08 09:35:26 GMT 2023","Wed Feb 08 09:35:30 GMT 2023","4195","Mobile Safari","signIn.spec.js","sign in tests","","","sign in with existing user",""
"passed","Wed Feb 08 09:28:32 GMT 2023","Wed Feb 08 09:28:35 GMT 2023","3425","firefox","contact.spec.js","Send message","","","Send message with filled user info",""
"passed","Wed Feb 08 09:36:48 GMT 2023","Wed Feb 08 09:36:50 GMT 2023","1936","Microsoft Edge","product.spec.js","product items tests","","","product title is the same in main and product pages",""
"passed","Wed Feb 08 09:29:46 GMT 2023","Wed Feb 08 09:29:52 GMT 2023","5717","webkit","about.spec.js","about-us tests","","","about-us pop-up is closable",""
"passed","Wed Feb 08 09:29:27 GMT 2023","Wed Feb 08 09:29:31 GMT 2023","4344","firefox","product.spec.js","product items tests","","","product title is the same in main and product pages",""
"passed","Wed Feb 08 09:31:26 GMT 2023","Wed Feb 08 09:31:30 GMT 2023","4298","webkit","product.spec.js","product items tests","","","product title is the same in main and product pages",""
"passed","Wed Feb 08 09:28:01 GMT 2023","Wed Feb 08 09:28:07 GMT 2023","6038","firefox","about.spec.js","about-us tests","","","about-video is presents",""
"passed","Wed Feb 08 09:29:34 GMT 2023","Wed Feb 08 09:29:36 GMT 2023","2492","firefox","signIn.spec.js","sign in tests","","","sign in with existing user",""
"passed","Wed Feb 08 09:33:00 GMT 2023","Wed Feb 08 09:33:14 GMT 2023","13985","Mobile Safari","order.spec.js","place order tests","","","placing order",""
"passed","Wed Feb 08 09:28:35 GMT 2023","Wed Feb 08 09:28:38 GMT 2023","2586","firefox","login.spec.js","login tests","","","login with wrong user name",""
"passed","Wed Feb 08 09:33:14 GMT 2023","Wed Feb 08 09:33:18 GMT 2023","3596","Mobile Safari","order.spec.js","place order tests","","","placing the order without credentials",""
"passed","Wed Feb 08 09:29:31 GMT 2023","Wed Feb 08 09:29:34 GMT 2023","2416","firefox","product.spec.js","product items tests","","","product price is the same in main and product pages",""
"passed","Wed Feb 08 09:28:45 GMT 2023","Wed Feb 08 09:28:58 GMT 2023","12843","firefox","order.spec.js","place order tests","","","placing order",""
"passed","Wed Feb 08 09:31:45 GMT 2023","Wed Feb 08 09:31:50 GMT 2023","5313","Mobile Safari","about.spec.js","about-us tests","","","about-us pop-up is closable",""
"passed","Wed Feb 08 09:33:18 GMT 2023","Wed Feb 08 09:33:22 GMT 2023","4639","Mobile Safari","pagination.spec.js","pagination tests","","","elements on the second page are different",""
